instrument_id,instrument_name,instrument_type,week,test_count,error_count,critical_error_count,error_rate,critical_error_rate,short_id,display_id
0889e4ec-1473-4d57-a5cb-df61853edf03,25467 OPTIDIST #8,OptiDist,2024-08-19 00:00:00+00:00,105,195,71,1.8571428571428572,0.6761904761904762,OD04,OD04
0889e4ec-1473-4d57-a5cb-df61853edf03,25467 OPTIDIST #8,OptiDist,2024-08-26 00:00:00+00:00,80,165,88,2.0625,1.1,OD04,OD04
0889e4ec-1473-4d57-a5cb-df61853edf03,25467 OPTIDIST #8,OptiDist,2024-09-02 00:00:00+00:00,78,150,82,1.9230769230769231,1.0512820512820513,OD04,OD04
0889e4ec-1473-4d57-a5cb-df61853edf03,25467 OPTIDIST #8,OptiDist,2024-09-09 00:00:00+00:00,82,238,100,2.902439024390244,1.2195121951219512,OD04,OD04
0889e4ec-1473-4d57-a5cb-df61853edf03,25467 OPTIDIST #8,OptiDist,2024-09-16 00:00:00+00:00,42,136,77,3.238095238095238,1.8333333333333333,OD04,OD04
0889e4ec-1473-4d57-a5cb-df61853edf03,25467 OPTIDIST #8,OptiDist,2024-09-23 00:00:00+00:00,81,117,61,1.4444444444444444,0.7530864197530864,OD04,OD04
0889e4ec-1473-4d57-a5cb-df61853edf03,25467 OPTIDIST #8,OptiDist,2024-09-30 00:00:00+00:00,85,92,55,1.0823529411764705,0.6470588235294118,OD04,OD04
0889e4ec-1473-4d57-a5cb-df61853edf03,25467 OPTIDIST #8,OptiDist,2024-10-07 00:00:00+00:00,97,49,35,0.5051546391752577,0.36082474226804123,OD04,OD04
0889e4ec-1473-4d57-a5cb-df61853edf03,25467 OPTIDIST #8,OptiDist,2024-10-14 00:00:00+00:00,4,0,0,0.0,0.0,OD04,OD04
0aa8fd0d-019e-422b-bcfb-6f0803909220,PID24714,OptiDist,2024-05-06 00:00:00+00:00,29,0,0,0.0,0.0,OD10,OD10
0aa8fd0d-019e-422b-bcfb-6f0803909220,PID24714,OptiDist,2024-07-15 00:00:00+00:00,52,45,18,0.8653846153846154,0.34615384615384615,OD10,OD10
0aa8fd0d-019e-422b-bcfb-6f0803909220,PID24714,OptiDist,2024-07-22 00:00:00+00:00,41,26,15,0.6341463414634146,0.36585365853658536,OD10,OD10
0aa8fd0d-019e-422b-bcfb-6f0803909220,PID24714,OptiDist,2024-08-05 00:00:00+00:00,22,6,3,0.2727272727272727,0.13636363636363635,OD10,OD10
0aa8fd0d-019e-422b-bcfb-6f0803909220,PID24714,OptiDist,2024-08-12 00:00:00+00:00,63,167,102,2.6507936507936507,1.619047619047619,OD10,OD10
0aa8fd0d-019e-422b-bcfb-6f0803909220,PID24714,OptiDist,2024-08-19 00:00:00+00:00,57,112,34,1.9649122807017543,0.5964912280701754,OD10,OD10
0aa8fd0d-019e-422b-bcfb-6f0803909220,PID24714,OptiDist,2024-08-26 00:00:00+00:00,74,192,100,2.5945945945945947,1.3513513513513513,OD10,OD10
0aa8fd0d-019e-422b-bcfb-6f0803909220,PID24714,OptiDist,2024-09-02 00:00:00+00:00,57,123,69,2.1578947368421053,1.2105263157894737,OD10,OD10
0aa8fd0d-019e-422b-bcfb-6f0803909220,PID24714,OptiDist,2024-09-09 00:00:00+00:00,63,138,52,2.1904761904761907,0.8253968253968254,OD10,OD10
0aa8fd0d-019e-422b-bcfb-6f0803909220,PID24714,OptiDist,2024-09-16 00:00:00+00:00,54,105,53,1.9444444444444444,0.9814814814814815,OD10,OD10
0aa8fd0d-019e-422b-bcfb-6f0803909220,PID24714,OptiDist,2024-09-23 00:00:00+00:00,58,77,35,1.3275862068965518,0.603448275862069,OD10,OD10
0aa8fd0d-019e-422b-bcfb-6f0803909220,PID24714,OptiDist,2024-09-30 00:00:00+00:00,3,0,0,0.0,0.0,OD10,OD10
0aa8fd0d-019e-422b-bcfb-6f0803909220,PID24714,OptiDist,2024-10-14 00:00:00+00:00,53,3,1,0.05660377358490566,0.018867924528301886,OD10,OD10
0aa8fd0d-019e-422b-bcfb-6f0803909220,PID24714,OptiDist,2025-02-17 00:00:00+00:00,3,0,0,0.0,0.0,OD10,OD10
104fd04f-01f7-4ae2-8e7a-ce353fba1579,104003,OptiFlash,2024-06-03 00:00:00+00:00,1,1,0,1.0,0.0,OF05,OF05
104fd04f-01f7-4ae2-8e7a-ce353fba1579,104003,OptiFlash,2024-06-17 00:00:00+00:00,1,1,0,1.0,0.0,OF05,OF05
104fd04f-01f7-4ae2-8e7a-ce353fba1579,104003,OptiFlash,2024-06-24 00:00:00+00:00,3,1,0,0.3333333333333333,0.0,OF05,OF05
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-05-27 00:00:00+00:00,24,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-06-03 00:00:00+00:00,59,17,14,0.288135593220339,0.23728813559322035,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-06-10 00:00:00+00:00,59,12,8,0.2033898305084746,0.13559322033898305,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-06-17 00:00:00+00:00,49,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-06-24 00:00:00+00:00,45,10,4,0.2222222222222222,0.08888888888888889,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-07-01 00:00:00+00:00,50,8,1,0.16,0.02,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-07-08 00:00:00+00:00,48,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-07-15 00:00:00+00:00,54,8,0,0.14814814814814814,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-07-22 00:00:00+00:00,49,6,0,0.12244897959183673,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-07-29 00:00:00+00:00,50,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-08-05 00:00:00+00:00,64,5,2,0.078125,0.03125,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-08-12 00:00:00+00:00,76,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-08-19 00:00:00+00:00,83,8,3,0.0963855421686747,0.03614457831325301,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-08-26 00:00:00+00:00,86,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-09-02 00:00:00+00:00,79,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-09-09 00:00:00+00:00,72,2,1,0.027777777777777776,0.013888888888888888,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-09-16 00:00:00+00:00,67,2,1,0.029850746268656716,0.014925373134328358,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-09-23 00:00:00+00:00,64,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-09-30 00:00:00+00:00,79,4,0,0.05063291139240506,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-10-07 00:00:00+00:00,100,17,9,0.17,0.09,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-10-14 00:00:00+00:00,70,2,0,0.02857142857142857,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-10-21 00:00:00+00:00,76,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-10-28 00:00:00+00:00,69,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-11-04 00:00:00+00:00,84,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-11-11 00:00:00+00:00,70,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-11-18 00:00:00+00:00,63,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-11-25 00:00:00+00:00,70,3,0,0.04285714285714286,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-12-02 00:00:00+00:00,64,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-12-09 00:00:00+00:00,62,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-12-16 00:00:00+00:00,60,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-12-23 00:00:00+00:00,61,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2024-12-30 00:00:00+00:00,54,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2025-01-06 00:00:00+00:00,55,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2025-01-13 00:00:00+00:00,64,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2025-01-20 00:00:00+00:00,60,0,0,0.0,0.0,OD13,OD13
1114da92-0859-4dfb-a363-26447dc0f84d,10377,OptiDist,2025-01-27 00:00:00+00:00,9,0,0,0.0,0.0,OD13,OD13
1d9b44f3-2f01-4dcb-82f2-7bd331a8dc55,PID21790,OptiFlash,2024-05-13 00:00:00+00:00,19,2,0,0.10526315789473684,0.0,OF03,OF03
1d9b44f3-2f01-4dcb-82f2-7bd331a8dc55,PID21790,OptiFlash,2024-05-20 00:00:00+00:00,3,1,0,0.3333333333333333,0.0,OF03,OF03
1d9b44f3-2f01-4dcb-82f2-7bd331a8dc55,PID21790,OptiFlash,2024-05-27 00:00:00+00:00,3,0,0,0.0,0.0,OF03,OF03
1d9b44f3-2f01-4dcb-82f2-7bd331a8dc55,PID21790,OptiFlash,2024-06-03 00:00:00+00:00,7,0,0,0.0,0.0,OF03,OF03
1d9b44f3-2f01-4dcb-82f2-7bd331a8dc55,PID21790,OptiFlash,2024-06-10 00:00:00+00:00,8,0,0,0.0,0.0,OF03,OF03
1d9b44f3-2f01-4dcb-82f2-7bd331a8dc55,PID21790,OptiFlash,2024-06-17 00:00:00+00:00,2,2,0,1.0,0.0,OF03,OF03
2618baab-9161-4b0e-a67a-5a0be28e71ff,10375,OptiDist,2024-05-27 00:00:00+00:00,23,0,0,0.0,0.0,OD18,OD18
2618baab-9161-4b0e-a67a-5a0be28e71ff,10375,OptiDist,2024-06-03 00:00:00+00:00,64,20,15,0.3125,0.234375,OD18,OD18
2618baab-9161-4b0e-a67a-5a0be28e71ff,10375,OptiDist,2024-06-10 00:00:00+00:00,58,9,6,0.15517241379310345,0.10344827586206896,OD18,OD18
2618baab-9161-4b0e-a67a-5a0be28e71ff,10375,OptiDist,2024-06-17 00:00:00+00:00,47,3,2,0.06382978723404255,0.0425531914893617,OD18,OD18
2618baab-9161-4b0e-a67a-5a0be28e71ff,10375,OptiDist,2024-06-24 00:00:00+00:00,50,10,4,0.2,0.08,OD18,OD18
2618baab-9161-4b0e-a67a-5a0be28e71ff,10375,OptiDist,2024-07-01 00:00:00+00:00,49,6,1,0.12244897959183673,0.02040816326530612,OD18,OD18
2618baab-9161-4b0e-a67a-5a0be28e71ff,10375,OptiDist,2024-07-08 00:00:00+00:00,17,3,1,0.17647058823529413,0.058823529411764705,OD18,OD18
2c08e260-ad0e-4abd-8946-704e91559557,PID35909,OptiFlash,2024-05-13 00:00:00+00:00,12,3,0,0.25,0.0,OF04,OF04
2c08e260-ad0e-4abd-8946-704e91559557,PID35909,OptiFlash,2024-05-20 00:00:00+00:00,4,0,0,0.0,0.0,OF04,OF04
2c08e260-ad0e-4abd-8946-704e91559557,PID35909,OptiFlash,2024-05-27 00:00:00+00:00,3,0,0,0.0,0.0,OF04,OF04
2c08e260-ad0e-4abd-8946-704e91559557,PID35909,OptiFlash,2024-06-03 00:00:00+00:00,7,1,0,0.14285714285714285,0.0,OF04,OF04
2c08e260-ad0e-4abd-8946-704e91559557,PID35909,OptiFlash,2024-06-10 00:00:00+00:00,2,1,0,0.5,0.0,OF04,OF04
2c08e260-ad0e-4abd-8946-704e91559557,PID35909,OptiFlash,2024-06-17 00:00:00+00:00,6,0,0,0.0,0.0,OF04,OF04
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-05-06 00:00:00+00:00,57,6,2,0.10526315789473684,0.03508771929824561,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-05-13 00:00:00+00:00,58,7,4,0.1206896551724138,0.06896551724137931,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-05-20 00:00:00+00:00,42,2,0,0.047619047619047616,0.0,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-05-27 00:00:00+00:00,70,23,13,0.32857142857142857,0.18571428571428572,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-06-03 00:00:00+00:00,92,9,4,0.09782608695652174,0.043478260869565216,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-06-10 00:00:00+00:00,106,18,12,0.16981132075471697,0.11320754716981132,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-06-17 00:00:00+00:00,32,5,3,0.15625,0.09375,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-06-24 00:00:00+00:00,57,12,6,0.21052631578947367,0.10526315789473684,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-07-01 00:00:00+00:00,103,29,12,0.2815533980582524,0.11650485436893204,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-07-08 00:00:00+00:00,107,52,19,0.48598130841121495,0.17757009345794392,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-07-15 00:00:00+00:00,143,39,22,0.2727272727272727,0.15384615384615385,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-07-22 00:00:00+00:00,84,18,8,0.21428571428571427,0.09523809523809523,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-07-29 00:00:00+00:00,80,112,36,1.4,0.45,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-08-05 00:00:00+00:00,102,47,16,0.46078431372549017,0.1568627450980392,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-08-12 00:00:00+00:00,80,51,27,0.6375,0.3375,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-08-19 00:00:00+00:00,158,183,72,1.1582278481012658,0.45569620253164556,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-08-26 00:00:00+00:00,94,43,23,0.4574468085106383,0.24468085106382978,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-09-02 00:00:00+00:00,124,151,59,1.217741935483871,0.47580645161290325,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-09-09 00:00:00+00:00,97,53,23,0.5463917525773195,0.23711340206185566,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-09-16 00:00:00+00:00,89,81,37,0.9101123595505618,0.4157303370786517,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-09-23 00:00:00+00:00,140,205,73,1.4642857142857142,0.5214285714285715,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-09-30 00:00:00+00:00,89,80,40,0.898876404494382,0.449438202247191,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-10-07 00:00:00+00:00,112,144,55,1.2857142857142858,0.49107142857142855,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-10-14 00:00:00+00:00,111,32,18,0.2882882882882883,0.16216216216216217,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-10-21 00:00:00+00:00,192,79,29,0.4114583333333333,0.15104166666666666,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-10-28 00:00:00+00:00,145,34,17,0.23448275862068965,0.11724137931034483,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-11-04 00:00:00+00:00,131,212,89,1.618320610687023,0.6793893129770993,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-11-11 00:00:00+00:00,93,50,28,0.5376344086021505,0.3010752688172043,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-11-18 00:00:00+00:00,121,140,74,1.1570247933884297,0.6115702479338843,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-11-25 00:00:00+00:00,211,186,77,0.8815165876777251,0.36492890995260663,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-12-02 00:00:00+00:00,140,180,88,1.2857142857142858,0.6285714285714286,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-12-09 00:00:00+00:00,138,74,34,0.5362318840579711,0.2463768115942029,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-12-16 00:00:00+00:00,135,188,97,1.3925925925925926,0.7185185185185186,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-12-23 00:00:00+00:00,189,434,194,2.2962962962962963,1.0264550264550265,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2024-12-30 00:00:00+00:00,247,254,111,1.0283400809716599,0.4493927125506073,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2025-01-06 00:00:00+00:00,183,100,50,0.546448087431694,0.273224043715847,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2025-01-13 00:00:00+00:00,132,120,64,0.9090909090909091,0.48484848484848486,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2025-01-20 00:00:00+00:00,176,114,47,0.6477272727272727,0.26704545454545453,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2025-01-27 00:00:00+00:00,257,620,257,2.412451361867704,1.0,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2025-02-03 00:00:00+00:00,251,388,211,1.545816733067729,0.8406374501992032,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2025-02-10 00:00:00+00:00,191,242,122,1.2670157068062826,0.6387434554973822,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2025-02-17 00:00:00+00:00,192,462,238,2.40625,1.2395833333333333,OD03,OD03
2ed1d374-7800-48a8-9a5e-dca96443823a,OptiDist-1,OptiDist,2025-02-24 00:00:00+00:00,169,206,99,1.2189349112426036,0.5857988165680473,OD03,OD03
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-05-06 00:00:00+00:00,32,52,23,1.625,0.71875,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-05-13 00:00:00+00:00,10,21,8,2.1,0.8,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-05-27 00:00:00+00:00,41,43,16,1.048780487804878,0.3902439024390244,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-06-03 00:00:00+00:00,3,0,0,0.0,0.0,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-06-10 00:00:00+00:00,30,23,9,0.7666666666666667,0.3,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-06-17 00:00:00+00:00,25,17,6,0.68,0.24,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-06-24 00:00:00+00:00,49,92,40,1.8775510204081634,0.8163265306122449,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-07-01 00:00:00+00:00,44,78,25,1.7727272727272727,0.5681818181818182,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-07-08 00:00:00+00:00,15,0,0,0.0,0.0,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-07-15 00:00:00+00:00,54,53,25,0.9814814814814815,0.46296296296296297,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-07-22 00:00:00+00:00,70,36,21,0.5142857142857142,0.3,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-07-29 00:00:00+00:00,50,33,12,0.66,0.24,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-08-05 00:00:00+00:00,42,42,20,1.0,0.47619047619047616,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-08-12 00:00:00+00:00,52,165,100,3.173076923076923,1.9230769230769231,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-08-19 00:00:00+00:00,56,69,19,1.2321428571428572,0.3392857142857143,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-08-26 00:00:00+00:00,43,85,44,1.9767441860465116,1.0232558139534884,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-09-02 00:00:00+00:00,42,60,32,1.4285714285714286,0.7619047619047619,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-09-09 00:00:00+00:00,42,98,43,2.3333333333333335,1.0238095238095237,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-09-16 00:00:00+00:00,37,70,37,1.8918918918918919,1.0,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-09-23 00:00:00+00:00,27,27,16,1.0,0.5925925925925926,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-09-30 00:00:00+00:00,43,32,19,0.7441860465116279,0.4418604651162791,OD08,OD08
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,32118 OPTIDIST #10,OptiDist,2024-10-07 00:00:00+00:00,2,8,6,4.0,3.0,OD08,OD08
3496d2f1-d22c-4621-9f6b-2dbca40d015c,OptiMPP6002,OptiMPP,2024-07-29 00:00:00+00:00,133,0,0,0.0,0.0,MPP03,MPP03
3496d2f1-d22c-4621-9f6b-2dbca40d015c,OptiMPP6002,OptiMPP,2024-08-12 00:00:00+00:00,3,0,0,0.0,0.0,MPP03,MPP03
3496d2f1-d22c-4621-9f6b-2dbca40d015c,OptiMPP6002,OptiMPP,2024-08-19 00:00:00+00:00,3,0,0,0.0,0.0,MPP03,MPP03
